Case_2:
Converge_CFD
Output file : species_mass_region0.out
Phi : 0.6
SOC : 10

Crank(deg)	Mass_H2(kg)	Mass_O2(kg)	Mass_H2O(kg)	Mass_OH(kg)	
-3.7523681E+02	0.0000000E+00	1.8338294E-06	2.0649084E-06	0.0000000E+00	
-3.7512967E+02	0.0000000E+00	1.8301465E-06	2.0607614E-06	0.0000000E+00	
-3.7502386E+02	0.0000000E+00	1.8264997E-06	2.0566551E-06	0.0000000E+00	
-3.7492444E+02	0.0000000E+00	1.8230610E-06	2.0527830E-06	0.0000000E+00	
-3.7481861E+02	0.0000000E+00	1.8193890E-06	2.0486483E-06	0.0000000E+00	
-3.7471573E+02	0.0000000E+00	1.8158072E-06	2.0446152E-06	0.0000000E+00	
-3.7461838E+02	0.0000000E+00	1.8123950E-06	2.0407730E-06	0.0000000E+00	
-3.7452143E+02	0.0000000E+00	1.8089935E-06	2.0369430E-06	0.0000000E+00	
-3.7441881E+02	0.0000000E+00	1.8053452E-06	2.0328349E-06	0.0000000E+00	
-3.7432308E+02	0.0000000E+00	1.8019050E-06	2.0289612E-06	0.0000000E+00	
-3.7423202E+02	0.0000000E+00	1.7984855E-06	2.0251108E-06	0.0000000E+00	
-3.7413406E+02	0.0000000E+00	1.7948855E-06	2.0210572E-06	0.0000000E+00	
-3.7404011E+02	0.0000000E+00	1.7914198E-06	2.0171548E-06	0.0000000E+00	
-3.7394759E+02	0.0000000E+00	1.7879506E-06	2.0132485E-06	0.0000000E+00	
-3.7385994E+02	0.0000000E+00	1.7846457E-06	2.0095271E-06	0.0000000E+00	
-3.7376875E+02	0.0000000E+00	1.7811609E-06	2.0056032E-06	0.0000000E+00	
-3.7368216E+02	0.0000000E+00	1.7778260E-06	2.0018480E-06	0.0000000E+00	
-3.7359802E+02	0.0000000E+00	1.7745641E-06	1.9981751E-06	0.0000000E+00	
-3.7343743E+02	0.0000000E+00	1.7682643E-06	1.9910815E-06	0.0000000E+00	
-3.7336082E+02	0.0000000E+00	1.7650997E-06	1.9875182E-06	0.0000000E+00	
-3.7328677E+02	0.0000000E+00	1.7621481E-06	1.9841946E-06	0.0000000E+00	
-3.7314286E+02	0.0000000E+00	1.7563873E-06	1.9777079E-06	0.0000000E+00	
-3.7307283E+02	0.0000000E+00	1.7535697E-06	1.9745352E-06	0.0000000E+00	
-3.7299633E+02	0.0000000E+00	1.7504868E-06	1.9710638E-06	0.0000000E+00	
-3.7284946E+02	0.0000000E+00	1.7445240E-06	1.9643497E-06	0.0000000E+00	
-3.7277717E+02	0.0000000E+00	1.7415806E-06	1.9610354E-06	0.0000000E+00	
-3.7263514E+02	0.0000000E+00	1.7356517E-06	1.9543594E-06	0.0000000E+00	
-3.7256557E+02	0.0000000E+00	1.7328279E-06	1.9511798E-06	0.0000000E+00	
-3.7249650E+02	0.0000000E+00	1.7300288E-06	1.9480280E-06	0.0000000E+00	
-3.7236064E+02	0.0000000E+00	1.7245287E-06	1.9418348E-06	0.0000000E+00	
-3.7229386E+02	0.0000000E+00	1.7218364E-06	1.9388033E-06	0.0000000E+00	
-3.7215504E+02	0.0000000E+00	1.7162697E-06	1.9325351E-06	0.0000000E+00	
-3.7208112E+02	0.0000000E+00	1.7133194E-06	1.9292130E-06	0.0000000E+00	
-3.7193656E+02	0.0000000E+00	1.7075791E-06	1.9227494E-06	0.0000000E+00	
-3.7186520E+02	0.0000000E+00	1.7047815E-06	1.9195993E-06	0.0000000E+00	
-3.7179468E+02	0.0000000E+00	1.7020383E-06	1.9165104E-06	0.0000000E+00	
-3.7165056E+02	0.0000000E+00	1.6964783E-06	1.9102498E-06	0.0000000E+00	
-3.7157908E+02	0.0000000E+00	1.6937538E-06	1.9071820E-06	0.0000000E+00	
-3.7143447E+02	0.0000000E+00	1.6883104E-06	1.9010527E-06	0.0000000E+00	
-3.7136353E+02	0.0000000E+00	1.6856764E-06	1.8980868E-06	0.0000000E+00	
-3.7128936E+02	0.0000000E+00	1.6829574E-06	1.8950251E-06	0.0000000E+00	
-3.7114438E+02	0.0000000E+00	1.6775994E-06	1.8889920E-06	0.0000000E+00	
-3.7106849E+02	0.0000000E+00	1.6749090E-06	1.8859626E-06	0.0000000E+00	
-3.7099354E+02	0.0000000E+00	1.6722929E-06	1.8830168E-06	0.0000000E+00	
-3.7084220E+02	0.0000000E+00	1.6671081E-06	1.8771787E-06	0.0000000E+00	
-3.7076621E+02	0.0000000E+00	1.6645557E-06	1.8743047E-06	0.0000000E+00	
-3.7068861E+02	0.0000000E+00	1.6619833E-06	1.8714081E-06	0.0000000E+00	
-3.7054042E+02	0.0000000E+00	1.6571828E-06	1.8660027E-06	0.0000000E+00	
-3.7046966E+02	0.0000000E+00	1.6548733E-06	1.8634022E-06	0.0000000E+00	
-3.7039861E+02	0.0000000E+00	1.6526579E-06	1.8609076E-06	0.0000000E+00	
-3.7025427E+02	0.0000000E+00	1.6482419E-06	1.8559352E-06	0.0000000E+00	
-3.7018130E+02	0.0000000E+00	1.6460592E-06	1.8534775E-06	0.0000000E+00	
-3.7003484E+02	0.0000000E+00	1.6417864E-06	1.8486662E-06	0.0000000E+00	
-3.6996256E+02	0.0000000E+00	1.6397257E-06	1.8463458E-06	0.0000000E+00	
-3.6988195E+02	0.0000000E+00	1.6374652E-06	1.8438005E-06	0.0000000E+00	
-3.6972030E+02	0.0000000E+00	1.6330255E-06	1.8388014E-06	0.0000000E+00	
-3.6963903E+02	0.0000000E+00	1.6308684E-06	1.8363724E-06	0.0000000E+00	
-3.6955712E+02	0.0000000E+00	1.6287340E-06	1.8339691E-06	0.0000000E+00	
-3.6947638E+02	0.0000000E+00	1.6266594E-06	1.8316331E-06	0.0000000E+00	
-3.6939469E+02	0.0000000E+00	1.6245965E-06	1.8293102E-06	0.0000000E+00	
-3.6922854E+02	0.0000000E+00	1.6205077E-06	1.8247062E-06	0.0000000E+00	
-3.6914482E+02	0.0000000E+00	1.6185059E-06	1.8224522E-06	0.0000000E+00	
-3.6905981E+02	0.0000000E+00	1.6165065E-06	1.8202008E-06	0.0000000E+00	
-3.6897560E+02	0.0000000E+00	1.6145622E-06	1.8180116E-06	0.0000000E+00	
-3.6888817E+02	0.0000000E+00	1.6136555E-06	1.8169906E-06	0.0000000E+00	
-3.6879707E+02	0.0000000E+00	1.6116208E-06	1.8146995E-06	0.0000000E+00	
-3.6861457E+02	0.0000000E+00	1.6076543E-06	1.8102332E-06	0.0000000E+00	
-3.6852295E+02	0.0000000E+00	1.6057208E-06	1.8080561E-06	0.0000000E+00	
-3.6843152E+02	0.0000000E+00	1.6038206E-06	1.8059164E-06	0.0000000E+00	
-3.6833871E+02	0.0000000E+00	1.6019192E-06	1.8037754E-06	0.0000000E+00	
-3.6824561E+02	0.0000000E+00	1.6000587E-06	1.8016805E-06	0.0000000E+00	
-3.6814669E+02	0.0000000E+00	1.5980942E-06	1.7994685E-06	0.0000000E+00	
-3.6805480E+02	0.0000000E+00	1.5963061E-06	1.7974550E-06	0.0000000E+00	
-3.6795813E+02	0.0000000E+00	1.5944034E-06	1.7953126E-06	0.0000000E+00	
-3.6786286E+02	0.0000000E+00	1.5925962E-06	1.7932777E-06	0.0000000E+00	
-3.6776891E+02	0.0000000E+00	1.5908319E-06	1.7912910E-06	0.0000000E+00	
-3.6767517E+02	0.0000000E+00	1.5891011E-06	1.7893421E-06	0.0000000E+00	
-3.6757738E+02	0.0000000E+00	1.5873103E-06	1.7873256E-06	0.0000000E+00	
-3.6748116E+02	0.0000000E+00	1.5855693E-06	1.7853653E-06	0.0000000E+00	
-3.6738573E+02	0.0000000E+00	1.5838662E-06	1.7834475E-06	0.0000000E+00	
-3.6728674E+02	0.0000000E+00	1.5821186E-06	1.7814797E-06	0.0000000E+00	
-3.6718931E+02	0.0000000E+00	1.5804131E-06	1.7795593E-06	0.0000000E+00	
-3.6709182E+02	0.0000000E+00	1.5787272E-06	1.7776611E-06	0.0000000E+00	
-3.6699514E+02	0.0000000E+00	1.5770294E-06	1.7757493E-06	0.0000000E+00	
-3.6680947E+02	0.0000000E+00	1.5738725E-06	1.7721946E-06	0.0000000E+00	
-3.6671773E+02	0.0000000E+00	1.5723334E-06	1.7704615E-06	0.0000000E+00	
-3.6662653E+02	0.0000000E+00	1.5708150E-06	1.7687518E-06	0.0000000E+00	
-3.6653562E+02	0.0000000E+00	1.5693056E-06	1.7670522E-06	0.0000000E+00	
-3.6644603E+02	0.0000000E+00	1.5678321E-06	1.7653930E-06	0.0000000E+00	
-3.6635766E+02	0.0000000E+00	1.5663883E-06	1.7637673E-06	0.0000000E+00	
-3.6627048E+02	0.0000000E+00	1.5649852E-06	1.7621874E-06	0.0000000E+00	
-3.6618347E+02	0.0000000E+00	1.5635799E-06	1.7606050E-06	0.0000000E+00	
-3.6609657E+02	0.0000000E+00	1.5621207E-06	1.7589620E-06	0.0000000E+00	
-3.6594091E+02	0.0000000E+00	1.5596506E-06	1.7561806E-06	0.0000000E+00	
-3.6586868E+02	0.0000000E+00	1.5585251E-06	1.7549132E-06	0.0000000E+00	
-3.6578407E+02	0.0000000E+00	1.5572029E-06	1.7534245E-06	0.0000000E+00	
-3.6561872E+02	0.0000000E+00	1.5546469E-06	1.7505464E-06	0.0000000E+00	
-3.6553447E+02	0.0000000E+00	1.5533571E-06	1.7490941E-06	0.0000000E+00	
-3.6545813E+02	0.0000000E+00	1.5521946E-06	1.7477851E-06	0.0000000E+00	
-3.6537476E+02	0.0000000E+00	1.5509372E-06	1.7463692E-06	0.0000000E+00	
-3.6524640E+02	0.0000000E+00	1.5489549E-06	1.7441371E-06	0.0000000E+00	
-3.6516414E+02	0.0000000E+00	1.5477347E-06	1.7427632E-06	0.0000000E+00	
-3.6508324E+02	0.0000000E+00	1.5465543E-06	1.7414340E-06	0.0000000E+00	
-3.6492423E+02	0.0000000E+00	1.5442387E-06	1.7388267E-06	0.0000000E+00	
-3.6484581E+02	0.0000000E+00	1.5431087E-06	1.7375542E-06	0.0000000E+00	
-3.6476800E+02	0.0000000E+00	1.5419974E-06	1.7363030E-06	0.0000000E+00	
-3.6469068E+02	0.0000000E+00	1.5409039E-06	1.7350716E-06	0.0000000E+00	
-3.6453731E+02	0.0000000E+00	1.5387331E-06	1.7326272E-06	0.0000000E+00	
-3.6446126E+02	0.0000000E+00	1.5376849E-06	1.7314471E-06	0.0000000E+00	
-3.6438571E+02	0.0000000E+00	1.5366521E-06	1.7302840E-06	0.0000000E+00	
-3.6423544E+02	0.0000000E+00	1.5346264E-06	1.7280032E-06	0.0000000E+00	
-3.6416085E+02	0.0000000E+00	1.5336365E-06	1.7268885E-06	0.0000000E+00	
-3.6408662E+02	0.0000000E+00	1.5326584E-06	1.7257871E-06	0.0000000E+00	
-3.6393885E+02	0.0000000E+00	1.5307468E-06	1.7236346E-06	0.0000000E+00	
-3.6386515E+02	0.0000000E+00	1.5298116E-06	1.7225816E-06	0.0000000E+00	
-3.6379159E+02	0.0000000E+00	1.5288747E-06	1.7215267E-06	0.0000000E+00	
-3.6369012E+02	9.1347721E-13	1.5240748E-06	1.7161131E-06	0.0000000E+00	
-3.6357237E+02	4.0117221E-12	1.5225565E-06	1.7143755E-06	0.0000000E+00	
-3.6347385E+02	6.3585693E-12	1.5212414E-06	1.7128717E-06	0.0000000E+00	
-3.6333251E+02	8.6744779E-12	1.5192744E-06	1.7106343E-06	0.0000000E+00	
-3.6325899E+02	9.5561487E-12	1.5182285E-06	1.7094476E-06	0.0000000E+00	
-3.6318910E+02	1.0167490E-11	1.5172306E-06	1.7083176E-06	0.0000000E+00	
-3.6304305E+02	1.0946511E-11	1.5151367E-06	1.7059511E-06	0.0000000E+00	
-3.6296953E+02	1.1097982E-11	1.5140758E-06	1.7047543E-06	0.0000000E+00	
-3.6289585E+02	1.1098729E-11	1.5130181E-06	1.7035629E-06	0.0000000E+00	
-3.6274745E+02	1.0774416E-11	1.5108818E-06	1.7011602E-06	0.0000000E+00	
-3.6267221E+02	1.0502648E-11	1.5098108E-06	1.6999568E-06	0.0000000E+00	
-3.6259548E+02	1.0162865E-11	1.5087211E-06	1.6987332E-06	0.0000000E+00	
-3.6244865E+02	9.4275352E-12	1.5066727E-06	1.6964342E-06	0.0000000E+00	
-3.6237451E+02	9.0314419E-12	1.5056532E-06	1.6952906E-06	0.0000000E+00	
-3.6229466E+02	8.6005937E-12	1.5045667E-06	1.6940718E-06	0.0000000E+00	
-3.6213279E+02	7.7327667E-12	1.5023854E-06	1.6916252E-06	0.0000000E+00	
-3.6207295E+02	7.4267133E-12	1.5015130E-06	1.6906462E-06	0.0000000E+00	
-3.6193350E+02	6.7459517E-12	1.4996849E-06	1.6885954E-06	0.0000000E+00	
-3.6185620E+02	6.3883176E-12	1.4986822E-06	1.6874704E-06	0.0000000E+00	
-3.6177611E+02	6.0498633E-12	1.4976564E-06	1.6863191E-06	0.0000000E+00	
-3.6169381E+02	5.7236062E-12	1.4966170E-06	1.6851524E-06	0.0000000E+00	
-3.6152150E+02	5.1147294E-12	1.4944976E-06	1.6827727E-06	0.0000000E+00	
-3.6142648E+02	4.8238934E-12	1.4933652E-06	1.6815009E-06	0.0000000E+00	
-3.6132906E+02	4.5513117E-12	1.4922215E-06	1.6802161E-06	0.0000000E+00	
-3.6122927E+02	4.3010615E-12	1.4910667E-06	1.6789185E-06	0.0000000E+00	
-3.6112705E+02	4.0681408E-12	1.4899201E-06	1.6776300E-06	0.0000000E+00	
-3.6102226E+02	3.8558687E-12	1.4887744E-06	1.6763422E-06	0.0000000E+00	
-3.6091485E+02	3.6582041E-12	1.4876309E-06	1.6750567E-06	0.0000000E+00	
-3.6080469E+02	3.4810857E-12	1.4864912E-06	1.6737752E-06	0.0000000E+00	
-3.6069163E+02	3.3171783E-12	1.4853617E-06	1.6725051E-06	0.0000000E+00	
-3.6058525E+02	3.1803018E-12	1.4843346E-06	1.6713500E-06	0.0000000E+00	
-3.6047957E+02	3.0584305E-12	1.4833390E-06	1.6702302E-06	0.0000000E+00	
-3.6035859E+02	2.9358146E-12	1.4822440E-06	1.6689984E-06	0.0000000E+00	
-3.6023147E+02	2.8230038E-12	1.4811390E-06	1.6677554E-06	0.0000000E+00	
-3.6010516E+02	2.7264726E-12	1.4800691E-06	1.6665516E-06	0.0000000E+00	
-3.5997921E+02	2.6425218E-12	1.4790736E-06	1.6654314E-06	0.0000000E+00	
-3.5984260E+02	2.5650206E-12	1.4780538E-06	1.6642839E-06	0.0000000E+00	
-3.5969847E+02	2.4965066E-12	1.4770476E-06	1.6631516E-06	0.0000000E+00	
-3.5954894E+02	2.4391656E-12	1.4760814E-06	1.6620641E-06	0.0000000E+00	
-3.5939309E+02	2.3921832E-12	1.4751609E-06	1.6610280E-06	0.0000000E+00	
-3.5922863E+02	2.3556801E-12	1.4742907E-06	1.6600486E-06	0.0000000E+00	
-3.5906264E+02	2.3317328E-12	1.4735171E-06	1.6591777E-06	0.0000000E+00	
-3.5889644E+02	2.3198943E-12	1.4728515E-06	1.6584283E-06	0.0000000E+00	
-3.5873000E+02	2.3198322E-12	1.4722987E-06	1.6578058E-06	0.0000000E+00	
-3.5856328E+02	2.3319355E-12	1.4718601E-06	1.6573119E-06	0.0000000E+00	
-3.5839624E+02	2.3586189E-12	1.4715512E-06	1.6569638E-06	0.0000000E+00	
-3.5822881E+02	2.4104136E-12	1.4713686E-06	1.6567576E-06	0.0000000E+00	
-3.5806089E+02	2.5170560E-12	1.4713217E-06	1.6567035E-06	0.0000000E+00	
-3.5789228E+02	2.7495107E-12	1.4714147E-06	1.6568052E-06	0.0000000E+00	
-3.5772273E+02	3.2513695E-12	1.4716534E-06	1.6570673E-06	0.0000000E+00	
-3.5755191E+02	4.2796992E-12	1.4720468E-06	1.6574962E-06	0.0000000E+00	
-3.5738059E+02	6.1906566E-12	1.4726010E-06	1.6580932E-06	0.0000000E+00	
-3.5720925E+02	9.4510254E-12	1.4733212E-06	1.6588578E-06	0.0000000E+00	
-3.5703796E+02	1.4634998E-11	1.4742007E-06	1.6597739E-06	0.0000000E+00	
-3.5686695E+02	2.2347672E-11	1.4752381E-06	1.6608310E-06	0.0000000E+00	
-3.5669623E+02	3.3254872E-11	1.4764403E-06	1.6620273E-06	0.0000000E+00	
-3.5652655E+02	4.8011912E-11	1.4777889E-06	1.6633323E-06	0.0000000E+00	
-3.5637181E+02	6.5231679E-11	1.4791550E-06	1.6646210E-06	0.0000000E+00	
-3.5622796E+02	8.4988682E-11	1.4805397E-06	1.6658934E-06	0.0000000E+00	
-3.5609239E+02	1.0738395E-10	1.4821589E-06	1.6673910E-06	0.0000000E+00	
-3.5598113E+02	1.2665159E-10	1.4828045E-06	1.6678377E-06	0.0000000E+00	
-3.5588804E+02	1.4532635E-10	1.4833747E-06	1.6682077E-06	0.0000000E+00	
-3.5575227E+02	1.7569616E-10	1.4842320E-06	1.6687301E-06	0.0000000E+00	
-3.5567467E+02	1.9525636E-10	1.4847541E-06	1.6690322E-06	0.0000000E+00	
-3.5559674E+02	2.1661841E-10	1.4853039E-06	1.6693390E-06	0.0000000E+00	
-3.5545347E+02	2.6063830E-10	1.4863852E-06	1.6699120E-06	0.0000000E+00	
-3.5538128E+02	2.8552997E-10	1.4869710E-06	1.6702067E-06	0.0000000E+00	
-3.5523588E+02	3.4451680E-10	1.4882903E-06	1.6708252E-06	0.0000000E+00	
-3.5516271E+02	3.7667056E-10	1.4889853E-06	1.6711356E-06	0.0000000E+00	
-3.5508924E+02	4.1148586E-10	1.4897205E-06	1.6714517E-06	0.0000000E+00	
-3.5494150E+02	4.8970510E-10	1.4913135E-06	1.6720946E-06	0.0000000E+00	
-3.5486107E+02	5.3731230E-10	1.4922480E-06	1.6724457E-06	0.0000000E+00	
-3.5478825E+02	5.8349075E-10	1.4931367E-06	1.6727660E-06	0.0000000E+00	
-3.5463429E+02	6.9291472E-10	1.4951820E-06	1.6734554E-06	0.0000000E+00	
-3.5456034E+02	7.5196346E-10	1.4962564E-06	1.6737934E-06	0.0000000E+00	
-3.5447901E+02	8.2127358E-10	1.4974912E-06	1.6741602E-06	0.0000000E+00	
-3.5439751E+02	8.9587984E-10	1.4987956E-06	1.6745263E-06	0.0000000E+00	
-3.5424140E+02	1.0539439E-09	1.5014938E-06	1.6752269E-06	0.0000000E+00	
-3.5416680E+02	1.1366327E-09	1.5028743E-06	1.6755576E-06	0.0000000E+00	
-3.5409194E+02	1.2244066E-09	1.5043192E-06	1.6758850E-06	0.0000000E+00	
-3.5394206E+02	1.4143715E-09	1.5073859E-06	1.6765239E-06	0.0000000E+00	
-3.5386709E+02	1.5164313E-09	1.5090036E-06	1.6768327E-06	0.0000000E+00	
-3.5378447E+02	1.6393618E-09	1.5109269E-06	1.6771757E-06	0.0000000E+00	
-3.5363353E+02	1.8720451E-09	1.5145170E-06	1.6777670E-06	0.0000000E+00	
-3.5355770E+02	1.9970414E-09	1.5164186E-06	1.6780535E-06	0.0000000E+00	
-3.5348166E+02	2.1279091E-09	1.5183945E-06	1.6783361E-06	0.0000000E+00	
-3.5332895E+02	2.4076424E-09	1.5225683E-06	1.6788829E-06	0.0000000E+00	
-3.5325230E+02	2.5566619E-09	1.5247678E-06	1.6791465E-06	0.0000000E+00	
-3.5317547E+02	2.7118226E-09	1.5270433E-06	1.6794041E-06	0.0000000E+00	
-3.5309846E+02	2.8731428E-09	1.5293935E-06	1.6796537E-06	0.0000000E+00	
-3.5293737E+02	3.2293958E-09	1.5345413E-06	1.6801555E-06	0.0000000E+00	
-3.5286139E+02	3.4058754E-09	1.5370710E-06	1.6803802E-06	0.0000000E+00	
-3.5278522E+02	3.5886165E-09	1.5396803E-06	1.6806012E-06	0.0000000E+00	
-3.5263122E+02	3.9772131E-09	1.5451915E-06	1.6810272E-06	0.0000000E+00	
-3.5254686E+02	4.2013009E-09	1.5483497E-06	1.6812496E-06	0.0000000E+00	
-3.5247038E+02	4.4109877E-09	1.5512939E-06	1.6814450E-06	0.0000000E+00	
-3.5239318E+02	4.6290020E-09	1.5543409E-06	1.6816315E-06	0.0000000E+00	
-3.5223884E+02	5.0877113E-09	1.5607294E-06	1.6819982E-06	0.0000000E+00	
-3.5215405E+02	5.3497706E-09	1.5643592E-06	1.6821848E-06	0.0000000E+00	
-3.5207657E+02	5.5962469E-09	1.5677628E-06	1.6823484E-06	0.0000000E+00	
-3.5199947E+02	5.8480068E-09	1.5712295E-06	1.6825041E-06	0.0000000E+00	
-3.5184481E+02	6.3713106E-09	1.5784029E-06	1.6827907E-06	0.0000000E+00	
-3.5176726E+02	6.6433888E-09	1.5821175E-06	1.6829225E-06	0.0000000E+00	
-3.5168958E+02	6.9230933E-09	1.5859299E-06	1.6830509E-06	0.0000000E+00	
-3.5153381E+02	7.5044239E-09	1.5938251E-06	1.6832856E-06	0.0000000E+00	
-3.5145574E+02	7.8139262E-09	1.5980209E-06	1.6834022E-06	0.0000000E+00	
-3.5137756E+02	8.1229628E-09	1.6021994E-06	1.6835061E-06	0.0000000E+00	
-3.5129926E+02	8.4392942E-09	1.6064678E-06	1.6836025E-06	0.0000000E+00	
-3.5114233E+02	9.0939897E-09	1.6152791E-06	1.6837769E-06	0.0000000E+00	
-3.5106372E+02	9.4322274E-09	1.6198231E-06	1.6838580E-06	0.0000000E+00	
-3.5097790E+02	9.8094079E-09	1.6248795E-06	1.6839364E-06	0.0000000E+00	
-3.5089987E+02	1.0157810E-08	1.6295462E-06	1.6840047E-06	0.0000000E+00	
-3.5072789E+02	1.0949322E-08	1.6401267E-06	1.6841365E-06	0.0000000E+00	
-3.5064965E+02	1.1324432E-08	1.6451343E-06	1.6841919E-06	0.0000000E+00	
-3.5056346E+02	1.1740364E-08	1.6506831E-06	1.6842494E-06	0.0000000E+00	
-3.5048452E+02	1.2128243E-08	1.6558528E-06	1.6842980E-06	0.0000000E+00	
-3.5032625E+02	1.2927201E-08	1.6664873E-06	1.6843829E-06	0.0000000E+00	
-3.5024692E+02	1.3338070E-08	1.6719514E-06	1.6844216E-06	0.0000000E+00	
-3.5016748E+02	1.3756688E-08	1.6775150E-06	1.6844572E-06	0.0000000E+00	
-3.5008793E+02	1.4182402E-08	1.6831697E-06	1.6844903E-06	0.0000000E+00	
-3.4992975E+02	1.5048673E-08	1.6946682E-06	1.6845494E-06	0.0000000E+00	
-3.4985053E+02	1.5497181E-08	1.7006222E-06	1.6845815E-06	0.0000000E+00	
-3.4977122E+02	1.5948014E-08	1.7065988E-06	1.6846045E-06	0.0000000E+00	
-3.4969183E+02	1.6404445E-08	1.7126511E-06	1.6846298E-06	0.0000000E+00	
-3.4953282E+02	1.7341906E-08	1.7250710E-06	1.6846702E-06	0.0000000E+00	
-3.4945321E+02	1.7820755E-08	1.7314127E-06	1.6846887E-06	0.0000000E+00	
-3.4937353E+02	1.8306459E-08	1.7378454E-06	1.6847079E-06	0.0000000E+00	
-3.4929379E+02	1.8800231E-08	1.7443794E-06	1.6847213E-06	0.0000000E+00	
-3.4913411E+02	1.9806329E-08	1.7576943E-06	1.6847510E-06	0.0000000E+00	
-3.4905419E+02	2.0326767E-08	1.7645809E-06	1.6847655E-06	0.0000000E+00	
-3.4896704E+02	2.0893949E-08	1.7720834E-06	1.6847788E-06	0.0000000E+00	
-3.4888716E+02	2.1418954E-08	1.7790282E-06	1.6847914E-06	0.0000000E+00	
-3.4872772E+02	2.2486382E-08	1.7931422E-06	1.6848107E-06	0.0000000E+00	
-3.4864817E+02	2.3028517E-08	1.8003091E-06	1.6848191E-06	0.0000000E+00	
-3.4856855E+02	2.3577093E-08	1.8075621E-06	1.6848289E-06	0.0000000E+00	
-3.4848885E+02	2.4133219E-08	1.8149135E-06	1.6848374E-06	0.0000000E+00	
-3.4832169E+02	2.5320389E-08	1.8306080E-06	1.6848575E-06	0.0000000E+00	
-3.4824154E+02	2.5900069E-08	1.8382690E-06	1.6848646E-06	0.0000000E+00	
-3.4817742E+02	2.6367394E-08	1.8444454E-06	1.6848708E-06	0.0000000E+00	
-3.4809727E+02	2.6957734E-08	1.8522474E-06	1.6848785E-06	0.0000000E+00	
-3.4793643E+02	2.8161759E-08	1.8681574E-06	1.6848913E-06	0.0000000E+00	
-3.4785590E+02	2.8773403E-08	1.8762376E-06	1.6848955E-06	0.0000000E+00	
-3.4777591E+02	2.9387359E-08	1.8843501E-06	1.6849020E-06	0.0000000E+00	
-3.4769656E+02	3.0003313E-08	1.8924870E-06	1.6849061E-06	0.0000000E+00	
-3.4753511E+02	3.1276143E-08	1.9092991E-06	1.6849124E-06	0.0000000E+00	
-3.4745429E+02	3.1744353E-08	1.9154570E-06	1.6848856E-06	0.0000000E+00	
-3.4738869E+02	3.2275669E-08	1.9224743E-06	1.6848876E-06	0.0000000E+00	
-3.4722679E+02	3.3607793E-08	1.9400687E-06	1.6848932E-06	0.0000000E+00	
-3.4713903E+02	3.4342639E-08	1.9497736E-06	1.6848955E-06	0.0000000E+00	
-3.4706123E+02	3.5001127E-08	1.9584703E-06	1.6848981E-06	0.0000000E+00	
-3.4698336E+02	3.5666479E-08	1.9672583E-06	1.6849013E-06	0.0000000E+00	
-3.4681358E+02	3.7138753E-08	1.9867044E-06	1.6849090E-06	0.0000000E+00	
-3.4673854E+02	3.7799315E-08	1.9954302E-06	1.6849136E-06	0.0000000E+00	
